Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R),Track ID
66.42,51.815,128.886,76.235,98.277,10.435,54.24,61.05,53.095,118.311,76.002,79.373,10.547,66.446,1834
0,0,92.835,78.669,83.82,11.179,12.066,0,0,97.363,80.393,83.327,9.533,23.35,1689
0,0,92.889,81.82,82.557,7.915,17.61,68.401,0,94.988,82.261,81.787,11.258,0,1689
94.956,87.403,290.282,0,0,0,0,0,0,266.722,0,0,0,0,1850
0,0,89.542,80.13,83.982,10.173,17.593,0,0,91.578,82.109,81.788,7.905,30.466,1689
0,0,102.446,76.298,87.671,7.619,44.686,0,0,104.29,77.24,92.089,9.445,49.76,1689
0,0,102.933,86.95,87.818,12.819,10.008,0,0,98.523,85.534,85.829,11.99,0,1689
52.754,0,99.983,87.182,79.368,11.992,8.32,0,0,98.263,80.201,81.845,9.7,17.985,1689
0,0,95.906,92.833,90.145,12.393,0,0,0,101.05,0,0,0,0,1810
58.525,0,100.137,80.055,74.339,13.988,4.816,0,0,103.024,80.374,80.381,9.382,17.829,1810
0,0,98,89.163,75.643,13.937,0,0,0,104.779,89.526,77.964,13.83,0,1810
0,0,104.438,97.704,88.577,14.129,0,0,0,101.975,90.75,96.012,9.67,0,1810
0,0,102.753,95.618,82.045,14.382,9.909,0,0,101.659,86.96,84.865,12.472,0,1810
0,0,98.491,83.792,80.197,12.149,11.755,53.119,0,101.397,80,84.9,0,0,1810
0,0,43.304,0,0,0,0,25.634,21.108,43.489,32.204,0,0,0,1951
0,0,49.968,37.787,49.254,5.497,16.907,28.365,26.154,50.458,37.426,49.299,5.491,0,1951
28.487,30.105,46.251,43.554,0,0,0,0,0,47.588,0,0,0,0,1951
0,0,98.406,95.065,86.813,12.306,16.669,0,0,106.082,86.235,91.776,11.227,23.005,1810
0,0,115.462,96.661,90.537,14.089,18.936,0,0,113.363,89.023,86.427,12.691,0,1810
60.666,0,102.521,87.282,85.09,14.005,21.403,77.312,0,105.464,81.176,86.416,10.302,0,1810
0,0,104.54,0,0,0,0,0,0,106.036,0,0,0,0,1810
0,0,115.617,0,0,0,0,0,0,110.919,0,0,0,0,1810
0,0,94.736,0,0,0,0,0,0,96.614,0,0,0,0,1689
0,0,104.967,0,0,0,0,0,0,103.387,0,0,0,0,1810
31.906,0,66.898,55.379,55.989,5.594,0,37.775,0,64.445,0,0,0,0,1951
58.691,0,105.131,83.547,95.336,12.773,25.036,0,0,107.133,0,0,0,0,1689
12.379,11.85,20.914,10.186,19.917,2.399,0,12.762,0,21.114,16.941,18.622,0,0,1907
31.122,38.206,53.578,41.247,46.998,6.148,12.027,29.906,32.275,53.495,46.286,46.277,6.523,0,1951
58.551,0,107.962,83.708,81.449,15.896,30.865,0,0,107.629,88.791,84.448,10.471,0,1689
32.004,30.734,57.232,45.209,40.502,6.032,10.493,30.608,0,54.606,48.885,42.565,4.062,12.226,1951
58.314,0,99.46,80.764,76.18,13.416,16.073,80.811,0,104.856,81.112,84.608,9.98,0,1689
14.19,32.362,37.014,29.169,0,0,0,15.937,0,37.169,26.69,0,0,0,1907
53.813,0,102.984,81.018,84.861,13.872,0,0,0,107.75,81.063,83.477,11.336,0,1689
54.394,0,98.895,78.879,87.36,14.059,21.383,0,0,98.662,78.188,78.755,0,0,1689
16.254,18.139,33.134,0,0,0,0,0,0,30.899,0,0,0,0,1907
62.886,0,100.962,82.542,91.632,10.811,19.709,0,0,111.502,82.612,82.371,14.272,14.996,1689
30.484,32.035,55.765,44.992,46.567,5.352,12.203,30.729,0,54.82,47.64,44.497,7.76,13.059,1951
0,0,101.578,84.511,79.319,14.065,17.609,0,0,107.969,0,0,0,0,1689
18.558,24.156,46.286,0,0,0,0,17.867,21.657,47.587,0,0,0,0,1907
30.971,34.647,59.963,50.262,51.662,6.71,16.523,31.555,38.108,57.656,49.321,47.662,8.089,15.911,1951
72.656,0,109.624,91.561,80.16,15.174,0,0,0,114.047,0,0,0,0,1689
17.609,28.642,48.157,0,0,0,0,21.008,20.712,51.624,0,0,0,0,1907
30.383,39.688,56.982,49.616,52.227,3.793,12.622,31.638,37.027,56.433,49.562,51.712,7.04,15.119,1951
0,0,111.834,101.501,84.673,13.28,6.894,0,0,117.009,85.531,89.99,13.855,0,1689
17.896,27.765,40.982,34.032,0,0,0,18.844,31.597,41.747,25.933,0,0,0,1907
32.701,33.333,61.393,47.941,50.648,7.375,13.8,32.835,0,58.654,53.207,48.49,6.949,12.792,1951
0,0,110.656,91.312,84.154,14.556,0,0,0,112.248,0,0,0,0,1689
21.131,0,38.015,30.599,0,0,0,19.638,25.143,37.202,0,0,0,0,1907
30.907,28.842,58.826,44.627,47.078,6.407,19.288,30.852,27.755,56.706,47.396,45.627,7.861,18.224,1951
59.336,0,105.011,86.798,85.268,15.779,28.676,0,0,109.26,78.726,0,0,0,1689
20.959,22.593,40.321,32.289,32.946,0,0,20.305,29.558,39.982,29.615,31.988,0,0,1907
30.425,34.293,55.965,49.807,59.694,7.056,0,30.353,30.394,55.748,53.105,56.004,8.022,0,1951
58.058,0,103.889,89.658,90.671,19.207,30.339,0,0,107.55,0,0,0,0,1689
23.74,0,45.352,0,0,0,0,38.625,0,43.925,0,0,0,0,1907
34.324,0,56.628,51.355,52.752,6.969,12.524,30.606,31.665,59.506,53.118,52.348,6.396,11.357,1951
55.76,0,106.3,90.273,82.284,11.781,14.064,0,0,106.837,0,0,0,0,1689
26.824,26.744,53.467,39.319,59.077,0,0,21.881,33.333,52.671,33.243,72.593,0,0,1907
33.573,37.735,58.377,48.881,55.297,7.133,16.207,30.019,34.458,62.343,49.837,53.007,5.799,14.362,1951
23.718,0,47.141,59.482,48.567,0,0,26.705,50.641,46.276,33.74,0,0,0,1907
30.834,40.767,57.586,47.376,51.575,7.233,15.327,29.175,32.547,58.161,48.504,51.612,7.527,15.764,1951
59.282,0,108.729,87.704,85.471,14.264,26.96,0,0,112.915,86.538,86.279,11.43,0,1689
28.577,24.928,59.568,41.983,47.966,0,0,24.527,28.425,58.092,39.171,44.658,4.205,31.291,1907
29.356,34.366,58.619,43.906,55.299,5.604,16.242,29.814,33.321,62.312,49.452,54.365,7.395,18.393,1951
56.507,0,97.673,79.66,78.813,10.5,0,0,0,104.424,79.002,85.555,12.895,0,1689
28.926,27.059,53.901,42.093,55.569,0,0,27.282,36.829,57.253,40.783,50.579,0,0,1907
30.783,33.966,56.551,46.044,40.23,6.267,19.207,29.671,30.861,57.759,48.539,41.747,6.766,17.248,1951
0,0,100.62,78.81,75.188,15.41,0,0,0,104.784,84.976,79.118,19.693,0,1689
32.5,31.492,69.479,41.2,57.969,0,0,28.645,41.441,69.095,42.197,53.706,5.24,43.345,1907
30.848,34.028,59.965,50.148,45.755,7.403,9.093,28.943,32.417,59.764,52.563,45.449,5.813,14.628,1951
54.575,0,103.305,81.798,86.351,14.486,14.506,0,0,101.71,83.877,80.639,12.668,0,1689
34.159,28.601,64.915,43.438,61.175,0,0,31.23,26.014,64.203,44.868,53.055,0,0,1907
73.424,0,99.153,87.99,77.163,14.111,26.264,78.32,0,104.068,81.64,81.969,14.498,0,1689
36.951,30.015,62.633,62.11,70.633,4.731,37.217,31.743,31.22,63.29,52.743,53.29,5.46,41.973,1907
57.513,0,97.816,85.099,86.915,18.059,29.903,0,0,102.316,82.065,89.152,13.403,30.301,1689
39.745,34.562,74.13,49.773,78.788,0,0,33.451,31.082,75.384,51.957,55.965,6.502,44.287,1907
57.953,0,100.374,86.162,90.935,7.903,26.667,71.089,0,104.443,81.874,88.249,13.932,26.288,1689
38.32,39.365,67.301,99.172,63.299,0,0,33.739,33.3,75.16,54.592,63.158,8.091,49.72,1907
32.954,0,56.726,45.268,49.561,5.984,13.14,31.479,0,57.263,48.195,48.701,7.637,16.045,1951
0,0,110.514,0,0,0,0,0,0,108.687,0,0,0,0,1689
44.021,41.675,93.213,59.615,64.788,0,0,37.016,50.183,101.222,58.849,63.563,0,0,1907
31.709,36.197,58.495,48.072,48.572,7.582,11.99,32.028,41.564,58.803,49.168,46.887,7.621,0,1951
44.557,39.33,78.486,59.933,64.334,0,0,39.118,42.63,86.052,0,0,0,0,1907
33.606,39.412,62.858,49.305,55.186,4.395,12.02,33.817,40.371,61.498,52.817,51.105,7.898,15.007,1951
0,0,96.757,82.243,74.253,10.216,0,0,0,102.399,0,0,0,0,1689
0,0,101.253,83.553,77.01,14.798,26.226,0,0,104.735,0,0,0,0,1689
32.238,27.912,60.86,48.458,56.874,6.057,0,30.987,30.453,60.216,49.204,57.546,6.323,0,1951
32.286,35.29,66.992,56.516,61.391,11.565,10.08,34.846,42.267,63.893,62.17,61.14,9.27,12.236,1951
68.659,85.08,203.504,115.91,178.902,0,0,68.412,0,182.932,122.939,147.731,0,0,1907
0,0,110.157,98.396,89.21,14.356,0,0,0,110.68,91.336,94.797,12.292,0,1689
32.498,33.539,68.275,53.159,54.213,6.404,12.937,32.077,30.104,67.898,52.449,53.592,7.798,16.259,1951
53.637,0,102.153,87.046,89.419,11.078,26.034,59.463,0,107.504,82.508,94.846,13.946,0,1689
32.088,33.856,67.438,51.336,53.05,9.997,9.676,32.6,34.723,64.755,51.925,48.593,7.097,16.654,1951
54.83,0,96.081,83.985,85.614,9.132,27.284,53.446,0,104.945,85.359,79.966,14.039,0,1689
0,0,86.058,0,0,0,0,0,0,95.586,0,0,0,0,1689
33.025,32.282,56.007,43.892,0,0,0,33.313,26.03,57.81,0,0,0,0,1951
37.966,0,59.119,47.119,45.437,2.943,0,33.167,0,57.601,45.982,46.964,0,0,1951
63.056,0,110.823,94.556,80.859,13.282,0,0,0,112.016,0,0,0,0,1689
33.223,40.798,59.777,51.704,60.218,4.841,10.563,35.849,0,60.294,52.753,59.15,8.312,0,1951
0,0,110.027,78.21,85.642,9.519,31.114,0,0,112.095,83.211,89.444,13.118,37.285,1689
33.828,0,54.62,46.513,0,0,0,0,0,54.81,0,0,0,0,1951
0,0,112.739,82.075,84.914,14.686,32.76,0,0,108.371,79.902,84.866,14.686,35.462,1689
79.016,0,103.125,87.022,83.685,12.837,23.755,0,0,108.732,83.393,84.84,15.097,0,1689
87.004,0,110.157,90.204,89.63,9.118,31.003,0,0,117.5,90.522,88.642,15.468,0,1689
0,0,109.784,83.483,90.184,12.622,33.978,0,0,112.182,0,0,0,0,1689
70.014,0,107.927,93.263,93.657,15.386,0,0,0,98.907,0,0,0,0,1689
75.311,0,111.376,92.523,74.132,12.331,30.545,0,0,107.056,0,0,0,0,1689
37.636,37.024,66.89,58.045,53.843,9.31,9.269,0,0,66.098,53.972,53.31,6.93,0,1951
34.748,31.757,61.355,51.343,55.073,8.296,0,19.682,0,62.606,52.175,51.202,3.471,0,1951
35.516,32.748,55.482,30.194,0,0,0,0,0,46.046,0,0,0,0,1907
16.407,0,37.524,24.799,30.116,3.483,6.896,0,0,35.244,15.781,25.528,3.716,9.48,2023
21.352,0,36.647,50.042,38.233,4.579,22.066,0,0,40.073,39.287,30.447,4.079,21.931,2023
28.62,27.587,45.462,41.705,37.845,4.259,25.089,0,0,50.943,31.258,32.099,3.564,21.867,2023
36.624,55.377,53.628,41.661,75.947,0,0,38.355,78.786,50.243,38.608,83.772,0,0,2023
0,0,111.544,0,0,0,0,0,0,108.253,0,0,0,0,1689
28.513,0,70.395,0,0,0,0,31.171,53.345,75.425,0,0,0,0,2023
30.659,0,69.547,45.661,69.226,0,0,30.983,44.142,65.93,42.255,69.4,0,0,2023
60.266,0,106.568,89.073,82.719,9.768,0,0,0,100.866,0,0,0,0,1689
43.81,70.513,82.531,45.009,0,0,0,35.613,44.567,79.783,46.807,78.192,0,0,2023
25.932,35.515,37.374,61.123,49.021,5.291,30.719,0,0,40.889,60.585,48.807,5.255,0,1982
63.639,48.679,116.73,85.432,97.319,11.996,23.498,0,0,113.197,95.874,92.168,11.209,35.043,1689
64.707,72.526,114.335,92.106,99.279,14.522,28.484,0,0,115.386,93.254,93.81,16.255,0,1689
0,0,112.171,92.004,80.907,16.604,0,0,0,112.218,89.969,87.254,14.444,0,1689
36.47,37.105,56.876,107.099,84.802,8.446,28.755,31.911,40.363,54.486,66.904,67.351,7.163,36.761,1982
73.801,0,115.195,89.686,87.191,13.759,0,0,0,119.187,91.644,90.64,15.481,0,1689
36.618,0,59.186,121.083,72.894,5.389,34.48,0,0,62.971,44.829,56.309,6.812,38.969,1982
60.824,0,104.434,95.164,90.157,13.005,0,0,0,105.83,88.187,86.931,14.063,0,1689
85.24,0,106.493,96.465,88.557,13.204,0,0,0,106.668,100.354,0,0,0,1689
85.326,0,115.566,96.497,90.715,14.994,0,0,0,120.473,94.489,83.432,20.766,0,1689
0,0,116.781,0,0,0,0,0,0,110.083,0,0,0,0,1689
29.248,0,57.522,38.339,0,0,0,27.983,0,58.725,34.607,0,0,0,1907
50.764,0,69.833,59.64,59.654,9.934,11.54,47.996,0,70.03,71.584,62.118,10.137,10.67,1951
56.22,0,75.672,49.877,50.595,9.569,4.424,0,0,72.883,64.88,57.256,9.969,10.996,1951
39.168,0,76.181,60.199,61.578,11.087,10.916,41.79,0,79.505,72.462,64.158,11.128,14.631,1951
42.039,0,80.946,64.83,69.867,13.006,7.187,0,0,76.433,61.822,65.254,10.073,13.906,1951
39.829,34.671,95.253,51.207,65.673,0,0,0,0,86.383,0,0,0,0,2033
91.625,0,117.355,96.771,93.381,19.935,33.342,108.406,0,125.565,98.645,100.427,12.18,0,1689
42.357,38.012,95.026,60.664,73.749,0,0,0,0,85.068,53.476,72.33,0,0,2033
0,0,116.085,96.776,84.624,16.431,0,0,0,126.157,100.437,95.117,7.35,0,1689
43.087,38.077,93.945,66.443,67.621,0,0,0,0,81.321,60.174,70.094,7.727,46.738,2033
87.953,0,114.444,98.065,78.039,22.519,0,96.393,0,117.115,96.869,92.081,15.784,0,1689
46.669,40.233,108.76,65.057,88.282,8.598,62.074,0,0,90.446,60.835,90.122,10.218,50.682,2033
86.232,0,110.617,99.47,83.724,16.618,22.609,95.4,0,113.971,92.46,97.566,8.69,23.821,1689
46.894,45.912,98.175,74.285,0,0,0,56.608,0,88.89,71.807,87.585,0,0,2033
51.609,49.477,111.712,0,0,0,0,0,0,92.38,0,0,0,0,2033
0,0,124.157,99.501,80.436,13.698,17.318,0,0,124.16,0,0,0,0,1689
0,0,123.268,101.52,84.921,15.2,5.356,0,0,121.607,94.716,90.828,12.9,0,1689
0,0,119.261,90.006,94.721,13.066,10.86,0,0,117.697,0,0,0,0,2023
0,0,120.088,90.6,90.853,11.234,30.437,0,0,121.364,89.762,87.389,13.189,28.725,2023
70.909,0,119.005,93.019,91.745,12.029,16.337,91.419,0,119.688,98.826,91.139,12.147,21.433,2023
69.625,0,115.493,94.648,95.089,12.818,23.628,93.056,0,120.625,94.11,90.989,17.978,0,2023
67.072,0,112.677,99.212,91.037,18.352,0,82.109,0,114.957,99.158,93.698,16.422,0,2023
0,0,113.289,102.286,86.632,12.429,0,73.553,0,116.071,99.759,94.158,11.107,0,2023
68.462,0,108.986,97.108,84.808,18.696,27.713,77.88,0,112.746,92.929,94.059,9.997,0,2023
62.084,0,110.889,101.148,87.451,18.959,26.347,82.053,0,117.287,91.928,93.461,15.576,0,2023
18.016,30.741,23.527,24.84,39.147,0,0,19.968,39.583,24.473,17.545,41.22,3.843,21.624,2087
0,0,116.859,101.944,90.264,14.222,0,0,0,115.868,0,0,0,0,2023
0,0,120.054,92.35,0,0,0,0,0,118.507,0,0,0,0,2023
0,0,89.532,0,0,0,0,59.283,44.674,86.573,60.149,71.973,10.173,40.566,2109
0,0,114.701,99.578,92.265,19.533,0,0,0,118.315,97.937,99.979,10.994,0,2023
0,0,114.23,98.524,85.181,16.435,0,99.497,0,117.017,96.874,92.041,12.485,0,2023
0,0,64.174,0,0,0,0,0,0,69.173,0,0,0,20.646,2109
0,0,114.667,97.133,86.118,19.23,0,0,0,117.136,92.533,93.63,13.575,0,2023
0,0,83.532,0,0,0,0,51.339,41.161,88.18,0,0,0,0,2109
82.748,0,110.617,104.079,87.932,17.913,0,91.961,0,115.923,96.779,89.704,11.014,0,2023
77.855,0,114.902,106.706,97.999,18.307,24.433,101.471,0,121.542,97.079,94.21,20.102,22.882,2023
73.587,0,113.644,97.888,94.716,17.298,20.978,90.842,0,119.167,91.213,93.717,20.064,26.891,2023
19.584,0,36.32,25.164,36.348,0,0,19.77,18.186,38.478,25.803,33.2,0,0,2087
65.026,0,117.657,84.425,104.121,17.448,0,0,0,120.912,0,0,0,0,1689
0,0,117.048,86.565,104.924,18.869,0,0,0,119.967,0,0,0,0,2023
21.662,32.404,44.613,34.242,62.685,0,0,33.215,58.474,45.52,33.28,58.256,0,0,2087
89.717,0,121.911,89.726,88.34,15.156,0,0,0,123.317,0,0,0,0,1689
78.229,0,118.422,101.728,86.712,13.613,9.757,0,0,120.452,91.619,0,0,0,1689
0,0,119.399,94.544,76.968,24.963,9.539,84.876,0,118.82,95.195,97.516,0,0,1689
47.3,38.058,91.058,0,0,0,0,59.354,63.703,118.451,79.434,0,0,0,2109
89.051,0,118.175,87.665,95.955,16.983,27.781,90.586,0,114.981,91.759,105.462,12.577,12.785,1689
26.038,21.362,57.288,45.597,58.686,4.842,38.422,53.072,63.284,54.747,41.936,56.962,6.252,36.076,2087
31.403,31.911,72.093,42.924,68.64,4.975,42.294,33.585,36.421,64.207,48.831,65.508,7.185,41.894,2101
28.562,25.434,57.615,57.654,72.358,0,0,52.463,60.781,55.08,45.159,61.592,6.379,34.228,2087
32.36,30.96,72.646,45.673,57.874,0,0,34.136,33.515,63.116,46.739,54.199,8.096,43.821,2101
33.771,42.682,87.826,45.091,105.096,7.456,54.149,36.779,42.489,74.52,48.335,84.472,6.917,55.475,2101
41.432,31.284,90.153,47.904,111.824,0,0,42.56,35.724,79.719,53.992,76.979,8.336,49.102,2101
39.523,41.843,89.08,50.34,106.567,8.554,48.784,47.337,37.81,77.558,54.872,84.433,7.881,55.407,2101
36.445,37.795,73.566,57.351,68.945,7.639,58.268,61.936,107.953,73.57,54.347,64.71,9.345,53.526,2087
37.826,41.344,77.058,57.872,58.874,8.402,46.738,41.336,39.349,72.6,59.262,57.008,8.04,42.945,2101
38.227,43.028,73.611,66.801,71.303,10.126,62.841,62.319,113.507,76.569,57.146,77.444,11.012,56.413,2087
38.917,46.196,81.801,62.058,60.063,0,0,39.332,40.546,73.632,61.785,53.943,0,0,2101
55.84,0,101.449,0,0,0,0,0,0,113.205,0,0,0,0,1689
42.353,52.693,78.85,69.05,79.291,6.311,61.309,69.314,130.294,80.38,59.716,81.372,15.907,55.375,2087
44.007,40.273,100.082,67.64,64.594,9.64,57.492,42.86,47.496,86.254,60.262,65.872,10.788,43.661,2101
67.513,0,108.933,88.478,87.109,6.815,0,76.612,0,110.356,0,0,0,0,2023
43.891,64.138,113.474,65.85,87.189,9.346,82.997,43.54,0,119.143,78.27,127.721,15.768,57.781,2087
64.032,0,108.31,91.028,79.373,14.695,16.721,78,0,110.634,0,0,0,0,2023
49.739,53.151,119.648,122.039,95.762,8.179,75.313,49.755,85.315,109.658,75.321,151.271,15.488,50.572,2101
76.278,0,108.032,85.102,78.391,15.695,18.25,78.468,0,110.88,0,0,0,0,2023
22.023,26.486,48.67,34.507,40.077,0,0,0,0,40.093,0,0,0,0,2046
55.127,61.77,128.889,105.541,133.91,11.789,83.453,51.603,83.109,115.793,80.939,194.351,19.434,50.38,2101
68.957,0,105.549,76.496,90.347,21.905,33.894,0,0,108.314,0,0,0,0,2023
29.272,24.664,51.449,34.899,43.932,6.145,34.159,0,0,46.304,35.51,42.368,5.246,29.901,2046
65.78,62.441,152.191,118.729,226.46,19.395,77.831,62.906,0,129.674,108.713,234.116,22.86,68.561,2101
29.707,30.481,48.775,38.303,40.06,5.024,33.177,0,0,44.451,0,0,6.319,30.307,2046
74.701,76.508,173.501,108.93,250.154,19.309,110.881,61.294,0,140.262,128.854,201.863,19.39,109.84,2101
68.962,0,101.122,80.214,86.054,11.971,24.064,87.47,0,104.56,80.648,80.543,10.268,0,2023
0,0,42.439,10.335,0,0,0,15.579,0,50.328,30.613,21.258,2.141,12.88,2046
0,0,95.05,78.765,69.575,16.656,0,85.968,0,104.59,82.303,82.321,7.909,0,2023
26.254,22.796,52.43,44.733,38.495,6.215,27.406,0,0,46.304,0,0,0,0,2046
0,0,95.529,82.011,66.846,15.727,0,0,0,102.544,81.544,79.431,12.172,0,2023
54.985,0,94.905,87.237,71.732,14.002,0,0,0,98.986,75.88,81.001,9.045,0,2023
27.378,23.68,57.867,40.766,42.034,7.52,35.361,0,0,54.027,43.704,44.001,6.797,32.315,2046
60.301,0,94.687,78.664,69.846,15.253,28.156,53.824,0,100.197,79.153,78.934,13.433,24.3,2023
29.03,21.606,63.602,42.967,39.015,6.855,34.778,0,0,55.965,45.765,44.965,3.76,32.726,2046
52.653,0,94.655,80.691,77.325,13.2,19.358,64.777,0,99.948,75.231,77.275,15.982,0,2023
51.593,0,95.938,75.822,77.26,12.158,23.826,63.286,0,96.369,70.107,72.136,13.317,0,2023
41.636,35.675,62.245,47.63,52.348,7.822,24.247,0,0,53.877,0,0,0,0,2046
51.486,0,90.705,74.419,79.329,7.573,20.585,0,0,96.168,0,0,0,0,2023
33.12,22.834,67.629,0,0,0,29.059,0,0,53.569,0,0,0,0,2046
45.46,59.494,77.589,0,0,19.47,49.697,49.349,45.228,86.391,89.477,79.833,11.828,61.101,2140
52.088,0,95.812,72.88,68.206,11.43,9.593,62.019,0,96.719,68.896,65.318,8.971,0,2023
36.029,40.706,82.827,0,0,16.03,46.298,50.516,44.012,94.334,84.97,71.395,10.807,61.906,2140
49.933,0,100.825,72.989,76.842,13.497,29.379,0,0,98.195,0,0,0,0,1689
53.008,0,93.472,71.438,71.986,14.362,29.765,0,0,93.728,0,0,0,0,2023
0,0,84.673,65.547,73.575,15.998,50.87,55.446,45.642,99.958,81.677,73.58,10.761,68.472,2140
51.377,0,97.265,75.466,63.518,11.385,26.707,0,0,97.749,0,0,13.788,22.956,1689
47.745,36.59,79.246,46.826,49.712,10.443,33.869,0,0,70.565,0,0,8.114,27.271,2046
56.715,0,94.213,73.297,65.133,8.192,19.19,0,0,94.371,72.236,62.29,9.614,19.969,1689
59.626,0,91.948,70.677,76.301,13.59,26.903,0,0,97.878,74.759,71.239,11.651,0,1689
59.646,70.295,101.651,75.753,95.602,16.906,67.892,69.276,56.527,123.383,77.238,101.579,11.44,76.855,2140
0,0,105.376,87.693,100.602,16.498,69.896,68.893,56.643,129.069,85.99,98.088,16.635,77.282,2140
37.229,39.809,101.357,0,0,0,0,0,0,76.501,0,0,0,0,2046
0,0,107.896,91.327,107.181,16.67,67.64,70.728,59.447,134.631,90.274,83.171,14.97,88.78,2140
0,0,120.741,95.576,137.095,12.91,69.876,87.82,69.606,131.481,96.673,131.092,0,0,2140
41.325,35.679,81.418,69.555,72.832,14.49,21.205,39.386,0,80.382,69.638,78.924,11.096,0,1689
43.726,0,77.831,63.858,73.248,11.5,17.902,43.225,0,77.026,64.183,73.475,7.012,0,1689
0,0,95.568,66.925,66.468,10.831,0,58.365,0,87.196,0,0,0,0,1689
0,0,84.379,66.705,69.862,8.217,0,50.126,0,84.551,0,0,0,0,1689
66.259,0,87.77,70.31,71.501,9.006,0,49.636,0,91.481,0,0,0,0,1689
67.974,0,80.753,66.258,64.471,5.84,19.876,49.473,0,84.613,65.663,62.601,6.595,20.505,1689
62.027,0,83.147,65.011,56.169,6.297,18.699,58.617,0,84.329,64.759,55.967,5.047,19.496,1689
11.293,16.088,29.115,18.509,31.874,0,0,11.276,20.294,30.512,16.758,32.448,3.388,14.795,2219
12.789,19.286,27.73,22.043,0,0,0,14.565,13.092,27.689,18.366,22.87,0,0,2219
11.084,16.839,32.566,17.915,26.474,0,0,14.187,13.814,34.373,17.359,24.872,0,0,2219
12.996,19.082,36.812,44.786,0,0,0,13.729,14.271,35.263,41.646,0,0,0,2219
16.444,24.331,39.398,59.457,43.695,4.458,0,16.388,22.228,37.147,60.137,0,0,0,2219
44.872,0,81.445,73.172,66.336,9.66,14.006,52.561,0,79.109,71.52,69.499,8.446,17.322,1689
42.531,0,82.564,67.745,65.916,5.111,17.083,0,0,80.933,64.536,69.721,4.848,0,1689
54.216,0,82.223,66.758,65.934,7.418,0,61.431,0,78.041,0,0,0,0,1689
40.097,0,82.443,61.382,60.096,7.282,14.968,58.923,0,81.062,64.696,58.906,7.89,23.04,1689
0,0,76.361,64.563,0,0,0,0,0,75.047,0,0,0,0,1689
60.202,0,78.9,64.681,61.429,15.047,18.946,67.912,0,82.512,71.45,66.426,6.537,0,1689
34.769,33.053,69.909,37.463,45.609,6.623,38.87,0,0,57.902,38.771,40.186,9.683,32.394,2195
49.88,0,75.121,69.995,61.804,15.226,0,0,0,78.466,68.833,68.394,7.958,0,1689
34.763,36.856,73.775,42.979,47.73,7.185,33.086,0,0,58.363,41.304,43.456,6.951,26.151,2195
43.682,0,79.192,78.122,66.777,12.658,0,0,0,79.262,64.515,68.792,7.017,0,1689
35.278,38.841,76.902,45.986,49.715,6.678,31.867,0,0,61.252,45.369,44.59,5.822,0,2195
38.887,0,78.737,65.081,63.239,10.448,17.527,41.58,0,81.077,65.626,61.101,14.753,23.937,1689
36.588,35.907,85.905,42.315,52.052,6.831,49.145,0,0,61.717,50.479,45.801,8.701,39.568,2195
47.679,0,78.208,66.426,65.694,9.89,16.455,41.775,0,80.078,66.613,65.381,11.18,17.698,1689
46.049,0,80.152,62.96,68.548,8.56,17.819,48.63,0,81.349,63.208,66.898,10.496,19.28,1689
40.921,40.318,87.742,47.255,64.979,10.699,39.279,0,0,69.468,48.908,53.86,10.75,35.492,2195
0,0,82.901,59.783,69.488,8.673,0,55.145,0,82.913,0,0,0,0,1689
45.058,42.576,86.941,50.054,65.745,10.065,40.104,0,0,75.943,48.689,58.408,14.433,40.628,2195
52.023,0,87.571,59.452,64.663,9.656,24.777,59.915,0,87.324,57.402,77.889,9.9,0,1689
45.489,43.229,107.72,60.264,71.94,11.155,54.97,0,0,78.018,0,0,0,0,2195
0,0,94.255,66.387,65.036,11.995,21.248,0,0,91.239,0,0,0,0,1689
50.73,43.284,107.41,59.525,60.631,9.198,56.443,0,0,82.428,61.883,67.871,12.065,40.877,2195
68.548,0,89.111,59.398,62.39,12.744,25.039,0,0,89.69,59.77,65.817,0,0,1689
48.073,44.654,103.883,66.086,66.569,8.582,54.585,0,0,82.383,69.317,76.472,14.703,45.897,2195
61.263,0,89.168,59.489,58.786,14.827,20.523,59.563,0,93.258,60.364,54.663,9.123,14.957,1689
59.643,42.177,120.453,72.41,76.964,28.505,58.017,0,0,92.45,74.965,89.391,12.554,41.743,2195
60.721,0,88.153,61.789,60.748,8.267,11.971,60.666,0,89.051,60.247,55.235,7.985,14.759,1689
58.726,51.164,129.954,77.865,87.448,13.407,60.475,0,0,94.303,0,0,9.35,37.999,2195
64.066,0,81.588,64.943,60.598,13.036,18.509,0,0,85.081,69.297,64.225,7.569,0,1689
51.885,0,85.439,60.265,60.85,14.995,24.943,47.757,0,90.161,66.227,65.059,4.729,25.234,1689
62.796,60.067,126.319,76.15,87.287,13.926,49.121,0,0,100.646,0,0,0,46.268,2269
61.739,0,80.736,59.654,55.079,11.655,18.008,0,0,89.069,65.662,67.32,6.649,25.906,1689
65.446,78.912,168.037,83.55,128.106,17.497,80.3,0,0,122.739,89.913,136.526,17.505,60.596,2269
83.656,75.367,165.579,89.899,143.518,25.557,88.487,0,0,127.645,84.052,135.231,19.227,62.978,2269
