Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R),Track ID,GT_Cluster
0,0,80.641,69.282,57.538,8.489,10.638,0,0,83.215,65.871,61.401,8.159,10.231,1778,4
47.49,37.979,83.544,70.537,69.922,0,0,0,0,86.421,75.15,69.376,0,0,1591,20
0,0,79.195,69.91,62.204,10.132,14.267,0,0,84.33,70.776,66.043,9.103,20.884,1778,4
51.302,36.867,88.203,67.702,77.604,0,0,0,0,89.704,70.585,77.033,0,0,1591,20
57.2,0,77.274,66.12,59.331,11.866,16.071,0,0,85.781,69.726,63.848,8.015,9.186,1778,4
56.199,40.405,103.778,88.842,141.251,0,0,0,0,91.652,76.807,118.659,0,0,1591,20
71.206,120.198,137.236,89.946,166.14,13.473,78.225,77.201,72.434,117.146,93.896,105.278,9.22,97.074,1673,23
52.677,0,75.568,70.971,51.737,12.345,2.725,0,0,83.199,72.814,58.472,7.995,0,1778,4
80.59,135.575,150.4,91.55,232.396,0,0,96.919,74.279,125.079,102.628,134,10.24,112.118,1673,23
0,0,77.632,78.378,65.381,10.119,13.427,0,0,80.941,71.442,70.697,8.775,0,1699,4
0,0,79.53,64.159,52.453,12.836,13.166,0,0,80.808,65.853,60.306,9.573,0,1778,4
83.254,146.766,166.049,94.381,290.402,24.109,100.394,64.183,0,137.065,99.968,172.374,13.579,121.27,1673,23
0,0,74.544,64.177,61.095,10.734,6.683,0,0,81.284,65.198,62.247,5.949,13.676,1699,4
90.007,170.084,164.569,99.931,246.638,0,0,90.279,94.955,140.683,105.255,149.516,13.786,116.045,1721,24
0,0,76.586,64.656,58.213,12.176,6.023,37.014,0,85.155,65.489,63.902,6.589,12.795,1778,4
78.863,103.015,154.535,117.905,213.092,15.456,110.891,0,0,141.979,111.081,219.875,19.012,97.541,1721,24
0,0,74.481,67.033,69.239,7.003,7.213,0,0,79.091,67.685,60.841,0,0,1778,4
46.882,0,75.885,68.24,60.2,4.136,6.897,34.282,0,84.916,62.968,58.081,8.817,11.717,1778,4
0,0,71.343,64.082,0,0,0,0,0,79.223,64.908,62.018,9.261,0,1778,4
0,0,79.836,65.637,62.708,9.693,0,0,0,84.552,0,0,0,0,1699,4
0,0,74.909,65.967,0,0,0,0,0,79.147,0,0,0,0,1699,4
0,0,75.328,64.938,63.307,6.539,9.802,0,0,78.768,61.385,60.629,6.796,14.762,1699,4
0,0,80.293,59.443,79.285,0,0,0,0,80.89,0,0,0,0,1699,4
0,0,87.796,70.481,63.326,11.996,14.662,0,0,87.641,71.603,67.06,8.921,0,1699,4
0,0,81.693,67.892,62.42,7.136,0,0,0,87.16,63.987,70.469,4.276,0,1699,4
0,0,83.666,70.651,62.196,10.335,7.406,0,0,88.822,66.624,61.784,10.985,14.443,1699,4
0,0,74.868,67.17,66.332,9.243,0,0,0,79.96,0,0,0,0,1699,4
0,0,84.776,66.768,77.773,10.186,0,0,0,86.878,0,0,0,0,1699,4
0,0,85.433,0,0,0,0,0,0,89.612,0,0,0,0,1778,4
0,0,83.592,75.659,65.691,7.575,19.4,0,0,83.917,0,0,0,0,1778,4
0,0,84.791,60.798,0,0,0,0,0,80.488,0,0,0,0,1778,4
52.671,0,87.075,73.778,70.599,11.305,15.95,54.683,0,85.228,73.487,75.92,7.841,0,1778,4
0,0,83.125,70.237,58.923,12.365,0,0,0,86.992,68.589,61.184,9.945,0,1778,4
0,0,76.398,58.876,0,0,0,0,0,80.4,0,0,0,0,1778,4
0,0,77.495,67.681,74.01,11.057,0,0,0,81.806,0,0,0,0,1778,4
0,0,79.47,0,0,0,0,0,0,82.042,0,0,0,0,1778,4
0,0,84.877,0,0,0,0,0,0,87.897,0,0,0,0,1778,4
0,0,89.596,68.937,0,0,0,0,0,91.003,0,0,0,0,1778,4
0,0,89.43,74.694,72.516,9.218,0,0,0,88.203,71.26,72.652,0,0,1778,4
0,0,86.26,68.661,64.334,7.749,0,0,0,85.902,0,0,0,0,1778,4
0,0,85.905,74.053,77.91,6.944,51.786,0,0,86.499,0,0,0,0,1778,4
0,0,86.589,77.09,69.318,9.417,6.465,0,0,92.681,70.814,73.175,12.166,21.264,1778,4
0,0,88.641,75.918,73.05,10.79,12.413,0,0,92.185,73.588,69.569,13.913,18.486,1778,4
33.078,0,61.574,31.722,50.041,0,0,29.661,23.346,63.283,30.385,48.326,3.943,35.185,1922,30
27.835,24.223,61.38,29.143,50.404,0,0,26.041,24.598,63.944,30.343,52.625,0,0,1922,30
22.959,0,61.002,31.531,59.458,0,0,27.149,32.799,62.076,31.042,62.61,5.069,44.418,1922,30
0,0,95.401,71.867,76.426,0,0,0,0,97.272,78.706,80.455,0,0,1778,4
19.674,51.564,45.617,28.892,70.94,5.212,35.772,23.857,47.427,47.319,30.284,59.502,6.416,39.094,1885,28
31.317,26.348,66.099,33.71,53.026,5.626,33.927,29.762,26.146,67.343,30.647,54.368,6.118,37.56,1886,29
27.268,35.467,66.984,33.299,72.016,0,0,30.023,32.957,67.301,32.803,68.628,5.278,44.422,1922,30
19.923,49.32,43.84,30.717,71.202,5.171,35.658,22.037,45.385,45.369,31.672,57.733,4.874,38.791,1933,31
0,0,87.649,0,0,0,0,0,0,99.761,0,0,0,0,1778,4
28.974,23.784,62.272,33.45,44.134,0,0,30.36,25.096,61.772,33.541,46.511,0,0,1886,29
17.389,36.696,41.059,32.1,58.293,3.949,34.716,18.17,40.369,41.528,31.672,48.878,3.757,36.564,1933,31
0,0,89.996,78.685,69.576,14.048,11.269,62.4,0,99.162,75.858,72.268,15.674,21.939,1778,4
18.242,41.22,42.58,31.546,37.135,0,0,20.849,45.334,41.772,31.263,38.003,0,0,1933,31
19.291,42.449,48.001,30.126,53.121,3.82,32.347,20.895,41.347,47.869,30.762,47.287,4.293,33.596,1885,28
30.568,37.222,78.138,40.08,74.796,5.623,34.128,31.784,31.618,71.796,38.836,70.293,5.98,37.364,1886,29
19.05,40.308,48.17,30.898,49.805,3.991,31.687,21.007,40.221,48.362,30.983,46.973,3.854,33.748,1933,31
47.987,0,90.641,75.131,78.457,11.023,16.636,64.039,0,98.884,77.418,79.963,9.179,27.839,1778,4
19.698,35.333,49.018,31.31,47.031,3.759,34.141,21.939,36.507,51.362,31.755,42.723,4.679,33.627,1885,28
36.349,32.238,76.359,44.778,86.033,0,0,31.968,35.963,79.373,44.957,85.14,7.791,38.188,1886,29
0,0,90.39,79.747,75.755,12.191,17.739,62.594,0,95.761,80.706,81.171,8.796,32.695,1778,4
20.709,41.089,52.437,34.22,47.021,4.682,32.969,22.594,34.092,54.823,32.246,44.468,4.514,32.421,1885,28
37.093,39.01,83.693,45.57,95.064,7.966,39.348,35.699,36.657,81.95,43.908,86.293,8.894,42.832,1886,29
34.216,41.863,85.442,45.916,91.439,8.187,40.67,33.596,39.27,85.135,46.677,84.712,8.329,43.282,1922,30
0,0,89.203,77.699,76.308,11.469,13.213,0,0,97.48,78.119,77.179,10.218,0,1778,4
33.351,41.207,78.96,48.482,77.87,0,0,33.182,37.132,80.796,45.83,76.412,0,0,1922,30
53.564,47.265,121.755,58.969,113.034,7.639,59.615,52.568,52.212,115.306,59.353,110.409,10.268,62.735,1922,30
0,0,88.005,70.073,0,0,0,0,0,89.332,0,0,0,0,1778,4
62.066,50.512,133.607,63.628,116.338,9.164,58.438,53.61,55.661,126.666,62.401,88.727,7.458,75.484,1922,30
64.361,52.601,127.663,68.165,90.006,13.4,63.332,54.231,55.837,115.796,73.368,80.147,0,0,1922,30
65.375,55.854,140.167,70.266,110.535,12.45,72.017,60.661,56.13,133.973,73.531,99.604,9.779,82.183,1922,30
67.819,51.515,126.038,75.667,100.585,12.057,61.304,65.591,54.96,117.156,73.283,94.056,12.819,69.623,1922,30
0,0,89.415,71.028,75.227,5.5,22.866,43.92,0,92.393,0,0,0,0,1778,4
54.266,0,91.578,78.745,81.422,8.5,9.303,0,0,91.357,81.645,80.746,9.587,25.083,1778,4
50.486,46.182,89.405,81.946,89.473,12.245,19.919,54.1,0,92.132,82.583,89.485,17.74,35.078,1778,4
0,0,98.721,78.068,0,0,0,0,0,94.239,0,0,0,0,1778,4
0,0,89.297,70.455,0,0,0,0,0,90.523,0,0,0,0,1778,4
82.052,147.128,123.284,79.969,140.626,0,0,78.108,146.415,109.598,101.946,105.748,15.061,98.68,1885,28
85.053,150.32,133.617,88.677,0,0,0,79.963,119.894,120.013,119.493,101.036,0,0,1885,28
62.883,0,96.133,77.809,78.603,8.2,7.087,53.989,0,99.544,78.671,80.157,8.165,12.859,1778,4
0,0,108.439,110.87,96.5,13.359,0,0,0,104.968,90.332,89.99,10.705,0,1778,4
0,0,102.647,85.382,76.89,12.31,9,70.179,0,102.229,80.806,79.788,11.901,0,1778,4
72.108,0,97.52,77.906,76.171,13.339,13.529,62.726,0,96.203,81.957,74.837,12.746,10.491,1778,4
74.967,0,103.618,87.885,80.064,11.615,19.944,81.166,0,104.491,87.453,78.751,10.902,19.454,1778,4
71.015,0,96.059,83.073,78.432,14.748,24.772,82.777,0,98.08,85.552,77.984,15.404,0,1778,4
52.523,0,102.18,99.06,86.185,14.348,19.632,68.529,0,106.078,82.776,80.68,16.691,23.549,1778,4
56.819,0,111.667,87.67,92.252,13.422,24.394,0,0,116.147,0,0,0,0,1778,4
31.455,29.052,56.03,44.981,47.383,8.079,13.894,30.301,0,55.507,48.154,45.167,7.82,16.411,2068,1
75.428,0,99.841,83.509,78.859,13.144,0,68.315,0,103.365,0,0,0,0,1778,4
30.951,34.018,61.59,50.12,50.459,7.607,15.794,32.068,34.868,58.886,48.822,46.694,7.507,16.363,2068,1
62.47,0,111.028,90.984,0,0,0,0,0,114.661,0,0,0,0,1778,4
32.396,31.877,59.806,48.084,51.345,7.532,17.226,30.793,28.047,58.852,50.94,49.953,8.718,17.712,2068,1
15.883,26.846,39.886,21.975,0,0,0,17.286,27.336,40.157,23.578,0,0,0,1981,32
32.452,33.738,59.892,45.334,41.378,5.695,16.609,30.972,0,56.205,49.593,40.356,4.597,13.356,2068,1
58.013,0,105.689,86.421,81.209,13.866,0,0,0,105.515,0,0,0,0,1778,4
20.864,0,37.612,0,0,0,0,19.042,23.748,37.366,0,0,0,0,1981,32
30.396,31.867,58.46,46.201,51.22,5.536,0,30.462,30.3,57.194,48.311,0,0,0,2068,1
20.959,22.593,40.321,32.289,32.946,0,0,20.305,29.558,39.982,29.615,31.988,0,0,1981,32
35.607,36.404,59.046,51.903,59.644,4.076,10.832,31.497,31.077,57.566,53.339,0,0,0,2068,1
57.155,0,103.137,90.226,89.882,17.239,28.317,0,0,105.757,0,0,0,0,1778,4
25.117,22.99,46.116,36.357,0,0,0,0,0,44.478,0,0,0,0,1981,32
34.223,46.23,57.52,51.865,58.105,7.061,15.76,31.319,36.735,60.236,52.435,59.81,6.595,13.356,2068,1
0,0,100.38,82.81,77.444,10.358,0,0,0,102.95,0,0,0,0,1778,4
26.824,26.744,53.467,39.319,59.077,0,0,21.881,33.333,52.671,33.243,72.593,0,0,1981,32
34.149,40.403,56.956,45.903,54.713,6.571,16.973,31.653,33.856,59.887,49.012,53.768,7.42,16.189,2068,1
56.893,0,105.958,91.098,80.336,13.78,25.508,0,0,112.392,83.958,79.984,13.385,0,1778,4
23.015,38.12,53.335,41.799,65.644,4.053,41.393,22.918,45.74,53.416,35.162,71.204,8.066,36.543,1981,32
30.924,42.057,57.581,47.755,50.23,7.211,15.583,29.463,32.196,58.727,48.764,50.849,6.373,15.012,2068,1
32.325,35.392,59.449,48.347,40.044,5.631,12.722,30.081,33.998,58.9,53.991,41.296,5.172,14.536,2078,1
54.478,0,103.57,83.17,84.991,14.234,0,0,0,100.05,83.292,78.696,13.06,0,1778,4
36.691,29.089,72.763,43.55,65.848,0,0,30.737,27.055,68.759,41.246,57.777,0,0,1981,32
32.787,34.964,62.976,49.238,55.252,9.901,10.948,31.917,31.177,62.099,49.611,47.505,5.992,14.88,2078,1
64.181,0,100.037,85.284,76.415,11.909,18.837,0,0,101.771,81.511,85.177,8.325,0,1778,4
40.722,26.412,68.074,44.579,82.07,0,0,32.289,29.757,69.817,47.561,64.697,5.319,42.481,1981,32
33.928,45.772,58.786,45.723,50.491,7.869,16.328,31.979,40.331,58.363,49.503,45.575,8.54,0,2078,1
58.516,0,100.896,85.121,90.295,13.814,31.735,0,0,104.004,82.464,86.273,14.841,26.044,1778,4
38.717,37.241,68.788,92.442,59.593,0,0,34.039,43.114,76.695,55.396,60.865,9.203,52.4,1981,32
31.032,35.131,55.235,42.727,48.619,7.442,13.081,29.13,36.692,55.238,45.389,46.571,7.288,0,2078,1
58.691,0,111.503,87.325,90.667,14.049,0,0,0,113.033,0,0,0,0,1778,4
44.081,39.026,101.219,64.932,64.818,0,0,36.505,49.078,112.059,60.431,64.421,0,0,1981,32
31.886,38.322,58.302,46.108,49.86,4.978,11.311,32.865,0,57.655,49.571,48.247,7.238,16.446,2068,1
30.71,40.496,57.434,46.2,46.441,12.887,17.503,31.748,41.797,58.374,47.822,44.089,10.519,0,2078,1
47.817,42.025,90.868,59.761,69.828,0,0,37.815,43.474,99.294,57.017,0,0,0,1981,32
34.489,35.29,61.156,49.817,55.114,5.923,10.389,33.297,39.653,60.677,54.204,52.248,6.708,12.827,2068,1
52.147,57.313,134.191,82.613,83.212,0,0,51.371,54.311,128.839,65.131,0,0,0,1981,32
32.775,31.072,61.185,47.673,50.001,8.529,16.367,30.122,30.871,57.84,50.628,52.624,6.26,15.873,2068,1
53.232,61.799,146.364,85.125,103.104,5.951,75.881,54.708,60.137,135.323,66.333,0,0,0,1981,32
34.495,32.955,58.041,50.17,53.429,5.218,11.907,34.467,0,57.398,51.695,53.48,5.128,13.427,2068,1
0,0,105.47,82.919,84.168,13.093,20.506,0,0,109.56,0,0,13.921,0,1778,4
52.574,62.643,100.792,85.088,88.112,14.195,29.169,56.113,0,107.575,83.411,93.393,5.927,24.438,1778,4
57.205,0,97.696,84.07,88.302,10.592,21.615,0,0,106.267,87.082,88.965,4.873,25.959,1778,4
63.49,0,112.527,85.451,79.676,12.58,17.712,0,0,113.875,0,0,0,0,1778,4
0,0,110.279,0,0,11.643,53.538,51.19,0,110.075,88.11,90.746,13.02,63.066,1778,4
56.94,0,107.735,90.649,67.566,28.237,21.735,0,0,112.159,0,0,0,0,1778,4
56.148,0,108.326,88.527,86.887,13.84,31.866,0,0,111.865,0,0,0,0,1778,4
36.671,0,72.105,58.174,58.043,9.281,13.376,34.919,30.144,75.923,0,0,10.553,0,2068,1
0,0,74.164,58.129,58.478,8.162,0,0,0,70.578,0,0,0,0,2068,1
31.372,28.855,65.356,53.697,56.359,7.227,15.167,31.53,30.539,64.596,52.373,54.765,7.065,0,2068,1
35.586,41.52,67.613,55.886,53.527,7.828,12.129,0,0,66.552,0,0,0,0,2068,1
33.524,28.471,68.994,57.639,53.998,6.187,8.615,0,0,68.387,52.371,53.397,6.142,12.826,2068,1
34.591,38.304,80.516,61.274,54.908,13.004,6.229,0,0,76.017,56.963,53.701,7.971,14.201,2068,1
37.076,49.887,74.854,58.356,56.056,12.533,6.415,0,0,69.829,52.659,52.408,4.669,0,2068,1
36.37,36.446,62.145,50.858,58.756,8.087,0,0,0,63.062,52.923,58.383,8.418,0,2068,1
34.565,0,65.251,55.619,50.19,7.093,0,0,0,64.195,52.623,52.599,8.606,0,2068,1
80.116,0,112.964,83.882,79.253,14.556,0,80.869,0,105.428,0,0,0,0,1778,4
33.732,43.853,66.448,58.508,50.687,11.47,15.061,0,0,65.705,54.336,51.485,11.483,0,2068,1
70.628,0,121.554,83.378,88.7,13.367,14.872,0,0,115.907,0,0,0,0,1778,4
35.974,34.625,63.36,0,0,0,0,36.67,29.782,59.9,0,0,0,0,2068,1
38.928,51.34,69.746,55.722,54.085,3.951,0,0,0,64.133,52.227,54.32,4.681,0,2068,1
20.883,25.694,49.08,54.54,48.404,0,0,22.58,19.555,49.971,25.91,0,0,0,2124,33
83.727,0,108.536,96.611,80.602,16.241,29.535,62.03,0,110.95,88.299,83.075,14.42,0,1778,4
71.932,0,118.02,84.206,78.162,15.948,0,46.195,0,124.577,84.854,84.408,12.103,0,1778,4
0,0,54.162,31.779,0,0,0,27.665,30.505,56.364,0,0,0,0,2068,1
20.695,30.013,47.468,60.511,56.815,5.203,27.992,21.433,31.103,42.782,37.82,52.738,5.251,27.577,2124,33
0,0,111.666,0,0,0,0,0,0,100.885,0,0,0,0,1778,4
0,0,102.536,81.566,0,0,0,0,0,96.851,0,0,0,0,1778,4
0,0,116.74,88.319,89.732,12.832,36.869,0,0,115.739,0,0,0,0,1778,4
64.643,49.416,111.961,95.15,90.615,16.557,28.986,0,0,111.002,94.007,89.412,16.31,35.905,1778,4
62.892,65.761,114.803,94.185,96.56,16.204,35.075,0,0,119.468,92.679,101.675,10.117,0,1778,4
65.489,0,114.204,95.002,78.447,18.379,0,0,0,113.032,93.27,86.854,16.466,0,1778,4
38.417,35.095,59.503,104.329,96.984,9.566,26.024,32.376,43.256,54.381,62.739,63.122,7.265,37.369,2168,35
0,0,111.492,86.052,83.572,14.344,0,0,0,110.251,0,0,0,0,1778,4
76.12,0,108.451,91.467,87.537,16,0,0,0,110.563,86.683,83.795,15.015,0,1778,4
85.24,0,106.493,96.465,88.557,13.204,0,0,0,106.668,100.354,0,0,0,1778,4
85.326,0,115.566,96.497,90.715,14.994,0,0,0,120.473,94.489,83.432,20.766,0,1778,4
0,0,116.781,0,0,0,0,0,0,110.083,0,0,0,0,1778,4
0,0,112.961,0,0,0,0,0,0,113.601,0,0,0,0,1778,4
0,0,111.01,87.002,101.21,0,0,0,0,115.925,73.815,103.707,13.523,68.546,1778,4
0,0,118.599,93.533,86.885,16.616,0,0,0,132.55,99.029,100.035,8.083,27.925,1778,4
95.023,0,115.017,96.703,87.518,18.973,0,102.097,0,119.499,97.371,96.047,12.94,0,1778,4
85.6,0,110.351,99.594,86.473,16.887,23.628,98.294,0,113.456,92.463,96.202,8.729,25.49,1778,4
48.499,0,94.974,0,0,0,0,51.839,46.604,86.706,71.806,0,0,0,2139,34
77.847,0,114.492,103.402,94.35,17.66,20.265,87.356,0,116.709,94.244,88.043,18.24,0,1778,4
97.898,0,118.333,95.217,95.005,16.362,22.93,89.765,0,114.937,91.771,87.775,19.288,24.022,1778,4
0,0,119.586,100.172,104.507,7.373,0,0,0,119.014,0,0,0,0,1778,4
0,0,114.103,90.604,87.71,11.696,21.133,0,0,114.761,0,0,0,0,1778,4
0,0,113.825,92.662,93.204,14.617,19.705,102.318,0,116.35,98.763,97.889,14.529,0,1778,4
0,0,70.378,0,0,0,0,43.793,39.44,84.379,52.543,59.993,10.103,30.589,2313,36
0,0,114.608,98.86,94.379,17.866,0,98.226,0,118.394,98.051,97.574,10.019,0,1778,4
0,0,114.393,101.807,87.365,16.006,0,0,0,117.918,95.129,93.236,13.401,0,1778,4
82.036,0,114.243,100.405,86.555,18.543,0,0,0,118.066,91.605,94.686,14.088,0,1778,4
85.759,0,111.972,104.278,85.761,17.209,0,91.114,0,116.425,96.031,89.387,10.204,0,1778,4
74.876,0,113.265,101.762,90.373,17.428,24.569,104.373,0,122.597,93.593,89.879,18.955,23.498,1778,4
87.969,0,111.558,93.634,95.747,15.913,23.226,101.172,0,117.073,88.788,89.627,19.33,25.508,1778,4
73.906,0,121.358,97.201,99.102,18.155,0,0,0,124.254,0,0,0,0,1778,4
0,0,121.092,91.297,91.054,16.482,0,0,0,123.981,0,0,0,0,1778,4
77.453,0,113.223,89.981,89.501,14.442,20.476,0,0,116.358,87.771,88.335,0,0,1778,4
0,0,120.65,102.433,78.79,25.99,9.005,88.282,0,120.108,97.7,96.672,14.564,0,1778,4
86.955,0,120.382,91.014,94.445,17.71,28.649,95.305,0,112.095,90.414,104.247,13.272,18.503,1778,4
78.505,0,109.457,93.319,87.482,22.113,34.953,104.346,0,117.027,92.346,96.865,10.693,0,1778,4
0,0,108.669,93.677,93.657,14.512,0,0,0,127.166,92.564,92.511,8.397,0,1778,4
42.383,35.804,93.644,50.641,122.525,10.369,41.471,43.16,34.463,80.681,53.142,79.938,7.715,52.286,2377,37
38.133,39.273,88.852,51.602,94.861,7.969,43.492,46.947,36.47,75.317,56.826,72.923,7.337,51.259,2377,38
37.116,39.736,76.069,59.62,56.958,7.621,49.862,38.306,38.691,71.456,59.713,54.401,7.439,43.817,2377,37
0,0,108.057,82.085,0,0,0,0,0,112.536,84.255,0,0,0,1778,4
65.975,0,109.578,90.841,91.617,21.713,35.373,0,0,114.286,0,0,0,0,1778,4
54.518,51.959,118.763,119.46,106.871,8.249,70.689,51.359,91.777,110.204,82.295,173.792,17.19,50.56,2377,37
64.409,0,106.875,80.67,95.877,13.55,30.333,0,0,106.534,0,0,0,0,1778,4
62.989,56.287,137.128,102.223,156.224,13.404,78.306,0,0,123.201,94.396,244.037,0,0,2377,37
81.339,0,106.641,80.273,80.329,15.769,30.063,0,0,110.003,82.075,89.816,12.25,23.356,1778,4
31.198,24.141,54.473,34.607,39.395,6.431,30.498,0,0,46.158,0,0,4.714,27.714,2390,38
72.232,0,99.515,78.144,74.257,11.997,24.501,83.598,0,103.928,0,0,0,0,1778,4
76.835,70.957,185.043,102.427,253.531,20.464,107.495,0,0,146.885,105.853,213.122,20.682,100.345,2377,37
29.39,30.674,52.309,39.957,45.56,4.848,30.104,0,0,43.962,0,0,6.465,29.822,2390,38
0,0,100.444,80.008,83.641,11.807,23.565,96.422,0,102.949,81.868,81.081,9.347,23.253,1778,4
77.256,0,95.87,78.591,68.754,16.858,26.971,87.845,0,106.552,83.525,82.42,7.416,0,1778,4
31.978,25.969,55.396,38.836,38.857,8.097,36.004,0,0,49.14,0,0,0,0,2390,38
0,0,96.019,82.78,67.922,15.837,0,0,0,101.465,82.531,78.889,9.886,0,1778,4
54.296,0,95.628,91.53,74.03,14.586,0,0,0,100.672,76.233,80.667,9.64,0,1778,4
26.5,19.785,47.048,40.861,0,0,0,0,0,42.499,0,0,0,0,2390,38
72.517,0,92.63,79.965,70.293,16.219,24.425,54.111,0,97.137,77.826,75.877,8.431,17.73,1778,4
30.194,23.713,64.516,41.468,42.524,7.434,41.819,0,0,54.332,40.15,44.314,8.72,32.831,2390,38
52.469,0,93.423,82.49,77.581,14.158,19.949,58.979,0,98.419,77.602,75.684,16.163,0,1778,4
33.971,23.981,78.011,40.996,49.935,7.616,44.935,0,0,57.404,43.125,53.57,8.679,35.563,2390,38
52.582,0,95.591,75.537,78.102,12.282,26.884,63.021,0,96.263,69.746,72.831,14.2,0,1778,4
37.139,32.261,65.799,44.834,44.233,5.734,24.57,0,0,51.727,0,0,0,0,2390,38
55.493,0,92.204,72.379,79.77,7.225,0,0,0,94.5,0,0,0,0,1778,4
30.807,21.38,64.127,0,0,0,0,0,0,45.969,0,0,0,0,2390,38
0,0,99.408,75.027,68.165,10.986,28.932,57.625,0,103.391,69.11,70.267,9.709,0,1778,4
50.967,0,94.166,72.935,68.196,8.074,16.469,0,0,93.795,72.388,60.338,9.333,0,1778,4
57.815,0,90.381,71.723,79.366,11.835,24.393,0,0,98.409,76.008,73.876,12.731,0,1778,4
76.646,0,87.637,71.376,67.199,10.877,10.908,0,0,89.987,66.048,65.512,9.967,12.871,1778,4
70.708,0,87.994,67.569,66.159,11.917,0,64.196,0,88.39,0,0,0,0,1778,4
69.33,0,88.004,69.741,65.444,8.757,0,61.451,0,86.189,0,0,0,0,1778,4
47.144,0,91.866,71.196,71.964,10.973,16.254,58.356,0,94.461,65.32,67.128,11.423,0,1778,4
50.572,0,87.633,67.046,74.621,8.107,28.895,0,0,89.635,0,0,0,0,1778,4
58.743,0,90.716,67.533,63.499,12.593,20.136,62.892,0,91.341,69.474,73.423,8.489,21.081,1778,4
58.91,0,83.913,67.89,72.846,8.333,14.008,0,0,84.095,69.17,67.72,4.776,25.04,1778,4
61.448,0,84.673,69.559,70.755,6.907,13.036,65.116,0,86.319,67.176,70.142,4.313,0,1778,4
43.342,0,77.427,65.853,69.922,11.981,16.524,0,0,76.313,64.165,71.243,6.114,0,1778,4
0,0,90.484,66.078,71.801,8.518,0,49.504,0,83.32,0,0,0,0,1778,4
0,0,85.693,66.89,66.274,9.392,0,55.167,0,84.375,0,0,0,0,1778,4
66.628,0,86.324,70.647,70.12,7.534,0,53.068,0,88.278,0,0,0,0,1778,4
48.251,0,82.648,65.543,71.439,8.858,7.877,64.83,0,80.289,69.554,70.258,4.367,0,1778,4
46.55,0,80.39,66.004,61.697,12.189,21.885,0,0,80.578,68.474,68.102,6.548,0,1778,4
45.374,0,82.309,68.769,68.108,10.711,15.731,0,0,78.06,62.598,67.959,7.062,0,1778,4
48.114,0,79.49,75.879,77.384,8.233,16.333,0,0,76.935,74.735,81.893,6.253,0,1778,4
23.998,28.567,65.224,39.6,38.833,3.981,36.453,28.105,33.369,55.399,35.981,37.802,5.55,32.837,2506,40
29.011,27.969,66.364,35.29,42.986,5.975,38.68,0,0,52.849,33.769,50.406,6.822,30.523,2506,40
30.222,25.353,62.33,35.378,40.346,5.82,33.141,0,0,50.394,34.214,39.598,6.518,24.758,2506,40
13.711,14.944,34.32,36.882,38.093,3.496,13.901,13.017,13.126,36.668,43.594,42.003,4.375,12.227,2453,39
31.153,27.606,73.145,37.154,47.748,5.711,39.022,0,0,56.212,35.399,57.183,8.049,28.15,2506,40
35.295,38.745,74.849,43.958,47.331,7.297,36.455,0,0,60.588,0,0,0,20.248,2506,40
37.915,37.738,80.284,35.669,53.882,7.646,48.417,0,0,66.043,42.223,45.232,7.835,34.116,2506,40
46.228,40.45,95.885,51.745,69.095,11.493,44.751,0,0,72.877,47.194,60.07,11.9,39.409,2506,40
44.029,45.302,98.877,58.846,69.132,10.741,53.218,0,0,79.128,58.642,66.738,8.806,41.95,2506,40
31.572,22.288,55.091,38.369,58.363,0,0,30.279,23.21,51.27,40.541,50.933,2.818,33.424,2724,41
22.605,31.405,45.98,51.324,44.827,6.727,25.311,28.241,29.936,46.543,30.941,48.025,5.296,18.162,2724,41
29.906,34.246,70.636,45.58,0,0,0,31.401,36.622,63.814,40.336,0,0,0,2724,41
35.761,0,54.193,41.856,39.333,6.626,10.399,38.207,0,50.626,39.769,40.685,10.508,16.004,2989,4
39.33,0,49.226,44.208,39.606,6.961,8.866,38.847,0,48.624,41.019,39.136,5.67,9.519,2989,4
0,0,50.542,41.314,42.023,3.374,0,0,0,48.753,0,0,0,0,2989,4
0,0,50.51,38.29,0,0,0,0,0,48.733,0,0,0,0,2989,4
0,0,51.441,41.99,38.264,5.589,11.617,0,0,48.116,38.704,39.607,6.42,0,2989,4
29.756,0,51.53,43.028,40.186,7.474,12.712,0,0,49.821,39.377,39.856,4.786,10.554,2989,4
29.877,0,51.197,41.27,40.516,7.299,13.512,0,0,49.092,38.901,37.856,0,0,2989,4
