,Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R)
504,28.761,36.529,59.376,30.714,46.564,8.585,38.815,27.87,27.05,60.522,30.457,47.526,8.132,39.196
505,55.536,66.3285,88.204,66.716,65.805,10.053,17.5,49.672,64.673,88.179,65.663,65.926,8.581,20.798
506,55.536,66.3285,92.188,66.716,65.805,10.053,17.5,49.672,64.673,100.339,65.663,65.926,8.581,20.798
507,26.961,36.529,64.719,32.484,64.932,5.323,35.977,27.549,29.276,63.174,33.415,66.404,5.478,39.196
508,55.536,66.3285,87.694,66.716,65.805,10.053,17.5,49.672,64.673,93.493,65.663,65.926,8.581,20.798
509,17.363,46.158,48.516,28.71,64.773,4.679,35.816,21.764,42.1,51.014,29.907,57.264,4.394,37.597
510,27.377,45.162,71.656,34.535,78.378,9.12,52.098,29.887,36.663,73.375,33.326,77.883,6.858,46.374
511,30.198,41.12,77.787,39.107,82.904,6.231,34.014,32.858,31.982,70.495,40.273,75.226,6.086,38.096
512,19.912,43.985,49.355,30.567,58.69,4.661,33.624,21.028,41.706,48.585,30.99,53.174,4.3,35.112
513,33.494,32.227,75.868,43.921,72.528,5.854,37.634,29.642,36.043,81.672,43.418,74.484,6.609,38.66
514,19.692,38.775,48.321,31.563,43.521,4.001,35.399,20.764,37.486,51.976,31.853,41.74,4.759,33.502
515,37.011,30.193,75.366,45.662,84.703,8.585,38.815,32.1,36.864,77.293,44.527,80.495,8.132,38.405
516,55.536,66.3285,89.769,78.429,76.591,10.304,23.38,49.672,64.673,94.801,81.004,79.807,8.882,31.956
517,20.967,43.437,51.701,34.411,49.116,5.259,33.242,22.37,36.067,53.225,32.747,46.471,4.464,33.145
518,37.716,34.192,81.313,45.94,85.705,8.585,38.815,33.919,33.822,80.572,44.355,76.974,8.132,39.196
519,48.708,66.3285,88.164,83.082,75.066,13.258,16.342,56.868,64.673,96.225,77.654,76.156,9.511,27.714
520,21.237,45.391,52.598,34.925,58.888,4.438,38.577,22.3,33.483,54.191,32.096,56.735,4.33,35.257
521,44.394,35.504,82.791,75.551,77.484,10.175,19.214,40.523,64.673,87.397,76.159,77.836,10.954,30.507
522,45.798,36.297,89.118,45.933,102.73,9.829,38.815,36.462,36.506,85.521,50.631,88.547,8.983,46.623
523,55.837,66.3285,81.086,81.12,65.251,9.931,14.606,55.64,64.673,90.081,75.82,67.035,4.012,20.798
524,25.356,50.608,53.616,41.098,70.438,5.061,39.793,26.18,50.472,52.161,37.197,68.281,5.689,38.339
525,46.203,46.981,100.419,52.262,84.046,7.598,42.449,39.975,40.561,94.927,50.896,69.293,8.132,39.196
526,27.17,49.223,62.417,37.23,66.414,4.761,42.391,29.044,48.102,61.887,34.348,60.845,5.61,39.275
527,49.757,47.173,111.625,60.202,104.455,9.572,38.815,41.027,45.344,107.887,55.767,93.258,8.132,39.196
528,41.4205,33.656,89.619,77.025,85.046,8.96,18.461,68.846,33.962,97.763,73.951,80.49,14.336,25.379
529,28.698,51.885,59.909,36.724,74.638,4.995,38.49,30.299,48.242,54.08,39.5,55.376,4.464,35.112
530,47.066,66.3285,88.558,77.902,74.715,8.567,17.5,49.672,64.673,96.429,74.861,78.462,5.563,20.798
531,49.325,33.656,91.703,78.518,77.799,7.744,13.241,47.612,33.962,99.269,72.878,76.342,9.858,25.267
532,26.653,28.475,56.613,37.741,41.635,4.72,37.153,27.832,24.391,55.184,38.359,40.579,5.021,33.262
533,58.975,44.354,118.004,63.044,95.027,7.805,49.956,54.085,45.157,115.208,61.254,77.845,7.677,63.439
534,29.638,48.458,59.779,41.896,56.257,4.72,37.153,30.136,34,56.946,40.649,54.28,4.464,35.112
535,59.568,64.499,128.885,67.169,101.954,13.193,67.275,55.539,57.724,117.206,76.988,88.017,7.2675,54.9065
536,60.434,60.883,138.019,73.18,116.69,13.585,76.712,56.189,60.396,126.449,73.977,111.929,9.674,88.548
537,66.42,51.815,128.886,76.235,98.277,10.435,54.24,61.05,53.095,118.311,76.002,79.373,10.547,66.446
538,55.536,66.3285,92.835,78.669,83.82,11.179,12.066,49.672,64.673,97.363,80.393,83.327,9.533,23.35
539,55.536,66.3285,92.889,81.82,82.557,7.915,17.61,68.401,64.673,94.988,82.261,81.787,11.258,20.798
540,94.956,87.403,290.282,45.933,84.703,8.585,38.815,33.919,36.506,266.722,44.527,76.974,8.132,39.196
541,55.536,66.3285,89.542,80.13,83.982,10.173,17.593,49.672,64.673,91.578,82.109,81.788,7.905,30.466
542,55.536,66.3285,102.446,76.298,87.671,7.619,44.686,49.672,64.673,104.29,77.24,92.089,9.445,49.76
543,55.536,66.3285,102.933,86.95,87.818,12.819,10.008,49.672,64.673,98.523,85.534,85.829,11.99,20.798
544,52.754,66.3285,99.983,87.182,79.368,11.992,8.32,49.672,64.673,98.263,80.201,81.845,9.7,17.985
545,41.4205,33.656,95.906,92.833,90.145,12.393,16.561,40.443,33.962,101.05,63.818,65.9105,8.42,23.066
546,58.525,33.656,100.137,80.055,74.339,13.988,4.816,40.443,33.962,103.024,80.374,80.381,9.382,17.829
547,41.4205,33.656,98,89.163,75.643,13.937,16.561,40.443,33.962,104.779,89.526,77.964,13.83,23.066
548,41.4205,33.656,104.438,97.704,88.577,14.129,16.561,40.443,33.962,101.975,90.75,96.012,9.67,23.066
549,41.4205,33.656,102.753,95.618,82.045,14.382,9.909,40.443,33.962,101.659,86.96,84.865,12.472,23.066
550,41.4205,33.656,98.491,83.792,80.197,12.149,11.755,53.119,33.962,101.397,80,84.9,8.42,23.066
551,32.286,34.1605,43.304,49.093,52.752,6.71,12.115,25.634,21.108,43.489,32.204,51.407,7.527,14.631
552,32.286,34.1605,49.968,37.787,49.254,5.497,16.907,28.365,26.154,50.458,37.426,49.299,5.491,14.631
553,28.487,30.105,46.251,43.554,52.752,6.71,12.115,31.233,32.346,47.588,49.837,51.407,7.527,14.631
554,41.4205,33.656,98.406,95.065,86.813,12.306,16.669,40.443,33.962,106.082,86.235,91.776,11.227,23.005
555,41.4205,33.656,115.462,96.661,90.537,14.089,18.936,40.443,33.962,113.363,89.023,86.427,12.691,23.066
556,60.666,33.656,102.521,87.282,85.09,14.005,21.403,77.312,33.962,105.464,81.176,86.416,10.302,23.066
557,41.4205,33.656,104.54,63.324,63.2575,9.479,16.561,40.443,33.962,106.036,63.818,65.9105,8.42,23.066
558,41.4205,33.656,115.617,63.324,63.2575,9.479,16.561,40.443,33.962,110.919,63.818,65.9105,8.42,23.066
559,55.536,66.3285,94.736,66.716,65.805,10.053,17.5,49.672,64.673,96.614,65.663,65.926,8.581,20.798
560,41.4205,33.656,104.967,63.324,63.2575,9.479,16.561,40.443,33.962,103.387,63.818,65.9105,8.42,23.066
561,31.906,34.1605,66.898,55.379,55.989,5.594,12.115,37.775,32.346,64.445,49.837,51.407,7.527,14.631
562,58.691,66.3285,105.131,83.547,95.336,12.773,25.036,49.672,64.673,107.133,65.663,65.926,8.581,20.798
563,12.379,11.85,20.914,10.186,19.917,2.399,37.217,12.762,31.4085,21.114,16.941,18.622,5.46,43.345
564,31.122,38.206,53.578,41.247,46.998,6.148,12.027,29.906,32.275,53.495,46.286,46.277,6.523,14.631
565,58.551,66.3285,107.962,83.708,81.449,15.896,30.865,49.672,64.673,107.629,88.791,84.448,10.471,20.798
566,32.004,30.734,57.232,45.209,40.502,6.032,10.493,30.608,32.346,54.606,48.885,42.565,4.062,12.226
567,58.314,66.3285,99.46,80.764,76.18,13.416,16.073,80.811,64.673,104.856,81.112,84.608,9.98,20.798
568,14.19,32.362,37.014,29.169,60.126,3.565,37.217,15.937,31.4085,37.169,26.69,53.498,5.46,43.345
569,53.813,66.3285,102.984,81.018,84.861,13.872,17.5,49.672,64.673,107.75,81.063,83.477,11.336,20.798
570,54.394,66.3285,98.895,78.879,87.36,14.059,21.383,49.672,64.673,98.662,78.188,78.755,8.581,20.798
571,16.254,18.139,33.134,41.983,60.126,3.565,37.217,27.282,31.4085,30.899,39.977,53.498,5.46,43.345
572,62.886,66.3285,100.962,82.542,91.632,10.811,19.709,49.672,64.673,111.502,82.612,82.371,14.272,14.996
573,30.484,32.035,55.765,44.992,46.567,5.352,12.203,30.729,32.346,54.82,47.64,44.497,7.76,13.059
574,55.536,66.3285,101.578,84.511,79.319,14.065,17.609,49.672,64.673,107.969,65.663,65.926,8.581,20.798
575,18.558,24.156,46.286,41.983,60.126,3.565,37.217,17.867,21.657,47.587,39.977,53.498,5.46,43.345
576,30.971,34.647,59.963,50.262,51.662,6.71,16.523,31.555,38.108,57.656,49.321,47.662,8.089,15.911
577,72.656,66.3285,109.624,91.561,80.16,15.174,17.5,49.672,64.673,114.047,65.663,65.926,8.581,20.798
578,17.609,28.642,48.157,41.983,60.126,3.565,37.217,21.008,20.712,51.624,39.977,53.498,5.46,43.345
579,30.383,39.688,56.982,49.616,52.227,3.793,12.622,31.638,37.027,56.433,49.562,51.712,7.04,15.119
580,55.536,66.3285,111.834,101.501,84.673,13.28,6.894,49.672,64.673,117.009,85.531,89.99,13.855,20.798
581,17.896,27.765,40.982,34.032,60.126,3.565,37.217,18.844,31.597,41.747,25.933,53.498,5.46,43.345
582,32.701,33.333,61.393,47.941,50.648,7.375,13.8,32.835,32.346,58.654,53.207,48.49,6.949,12.792
583,55.536,66.3285,110.656,91.312,84.154,14.556,17.5,49.672,64.673,112.248,65.663,65.926,8.581,20.798
584,21.131,28.642,38.015,30.599,60.126,3.565,37.217,19.638,25.143,37.202,39.977,53.498,5.46,43.345
585,30.907,28.842,58.826,44.627,47.078,6.407,19.288,30.852,27.755,56.706,47.396,45.627,7.861,18.224
586,59.336,66.3285,105.011,86.798,85.268,15.779,28.676,49.672,64.673,109.26,78.726,65.926,8.581,20.798
587,20.959,22.593,40.321,32.289,32.946,3.565,37.217,20.305,29.558,39.982,29.615,31.988,5.46,43.345
588,30.425,34.293,55.965,49.807,59.694,7.056,12.115,30.353,30.394,55.748,53.105,56.004,8.022,14.631
589,58.058,66.3285,103.889,89.658,90.671,19.207,30.339,49.672,64.673,107.55,65.663,65.926,8.581,20.798
590,23.74,28.642,45.352,41.983,60.126,3.565,37.217,38.625,31.4085,43.925,39.977,53.498,5.46,43.345
591,34.324,34.1605,56.628,51.355,52.752,6.969,12.524,30.606,31.665,59.506,53.118,52.348,6.396,11.357
592,55.76,66.3285,106.3,90.273,82.284,11.781,14.064,49.672,64.673,106.837,65.663,65.926,8.581,20.798
593,26.824,26.744,53.467,39.319,59.077,3.565,37.217,21.881,33.333,52.671,33.243,72.593,5.46,43.345
594,33.573,37.735,58.377,48.881,55.297,7.133,16.207,30.019,34.458,62.343,49.837,53.007,5.799,14.362
595,23.718,28.642,47.141,59.482,48.567,3.565,37.217,26.705,50.641,46.276,33.74,53.498,5.46,43.345
596,30.834,40.767,57.586,47.376,51.575,7.233,15.327,29.175,32.547,58.161,48.504,51.612,7.527,15.764
597,59.282,66.3285,108.729,87.704,85.471,14.264,26.96,49.672,64.673,112.915,86.538,86.279,11.43,20.798
598,28.577,24.928,59.568,41.983,47.966,3.565,37.217,24.527,28.425,58.092,39.171,44.658,4.205,31.291
599,29.356,34.366,58.619,43.906,55.299,5.604,16.242,29.814,33.321,62.312,49.452,54.365,7.395,18.393
600,56.507,66.3285,97.673,79.66,78.813,10.5,17.5,49.672,64.673,104.424,79.002,85.555,12.895,20.798
601,28.926,27.059,53.901,42.093,55.569,3.565,37.217,27.282,36.829,57.253,40.783,50.579,5.46,43.345
602,30.783,33.966,56.551,46.044,40.23,6.267,19.207,29.671,30.861,57.759,48.539,41.747,6.766,17.248
603,55.536,66.3285,100.62,78.81,75.188,15.41,17.5,49.672,64.673,104.784,84.976,79.118,19.693,20.798
604,32.5,31.492,69.479,41.2,57.969,3.565,37.217,28.645,41.441,69.095,42.197,53.706,5.24,43.345
605,30.848,34.028,59.965,50.148,45.755,7.403,9.093,28.943,32.417,59.764,52.563,45.449,5.813,14.628
606,54.575,66.3285,103.305,81.798,86.351,14.486,14.506,49.672,64.673,101.71,83.877,80.639,12.668,20.798
607,34.159,28.601,64.915,43.438,61.175,3.565,37.217,31.23,26.014,64.203,44.868,53.055,5.46,43.345
608,73.424,66.3285,99.153,87.99,77.163,14.111,26.264,78.32,64.673,104.068,81.64,81.969,14.498,20.798
609,36.951,30.015,62.633,62.11,70.633,4.731,37.217,31.743,31.22,63.29,52.743,53.29,5.46,41.973
610,57.513,66.3285,97.816,85.099,86.915,18.059,29.903,49.672,64.673,102.316,82.065,89.152,13.403,30.301
611,39.745,34.562,74.13,49.773,78.788,3.565,37.217,33.451,31.082,75.384,51.957,55.965,6.502,44.287
612,57.953,66.3285,100.374,86.162,90.935,7.903,26.667,71.089,64.673,104.443,81.874,88.249,13.932,26.288
613,38.32,39.365,67.301,99.172,63.299,3.565,37.217,33.739,33.3,75.16,54.592,63.158,8.091,49.72
614,32.954,34.1605,56.726,45.268,49.561,5.984,13.14,31.479,32.346,57.263,48.195,48.701,7.637,16.045
615,55.536,66.3285,110.514,66.716,65.805,10.053,17.5,49.672,64.673,108.687,65.663,65.926,8.581,20.798
616,44.021,41.675,93.213,59.615,64.788,3.565,37.217,37.016,50.183,101.222,58.849,63.563,5.46,43.345
617,31.709,36.197,58.495,48.072,48.572,7.582,11.99,32.028,41.564,58.803,49.168,46.887,7.621,14.631
618,44.557,39.33,78.486,59.933,64.334,3.565,37.217,39.118,42.63,86.052,39.977,53.498,5.46,43.345
619,33.606,39.412,62.858,49.305,55.186,4.395,12.02,33.817,40.371,61.498,52.817,51.105,7.898,15.007
620,55.536,66.3285,96.757,82.243,74.253,10.216,17.5,49.672,64.673,102.399,65.663,65.926,8.581,20.798
621,55.536,66.3285,101.253,83.553,77.01,14.798,26.226,49.672,64.673,104.735,65.663,65.926,8.581,20.798
622,32.238,27.912,60.86,48.458,56.874,6.057,12.115,30.987,30.453,60.216,49.204,57.546,6.323,14.631
623,32.286,35.29,66.992,56.516,61.391,11.565,10.08,34.846,42.267,63.893,62.17,61.14,9.27,12.236
624,68.659,85.08,203.504,115.91,178.902,3.565,37.217,68.412,31.4085,182.932,122.939,147.731,5.46,43.345
625,55.536,66.3285,110.157,98.396,89.21,14.356,17.5,49.672,64.673,110.68,91.336,94.797,12.292,20.798
626,32.498,33.539,68.275,53.159,54.213,6.404,12.937,32.077,30.104,67.898,52.449,53.592,7.798,16.259
627,53.637,66.3285,102.153,87.046,89.419,11.078,26.034,59.463,64.673,107.504,82.508,94.846,13.946,20.798
628,32.088,33.856,67.438,51.336,53.05,9.997,9.676,32.6,34.723,64.755,51.925,48.593,7.097,16.654
629,54.83,66.3285,96.081,83.985,85.614,9.132,27.284,53.446,64.673,104.945,85.359,79.966,14.039,20.798
630,55.536,66.3285,86.058,66.716,65.805,10.053,17.5,49.672,64.673,95.586,65.663,65.926,8.581,20.798
631,33.025,32.282,56.007,43.892,52.752,6.71,12.115,33.313,26.03,57.81,49.837,51.407,7.527,14.631
632,37.966,34.1605,59.119,47.119,45.437,2.943,12.115,33.167,32.346,57.601,45.982,46.964,7.527,14.631
633,63.056,66.3285,110.823,94.556,80.859,13.282,17.5,49.672,64.673,112.016,65.663,65.926,8.581,20.798
634,33.223,40.798,59.777,51.704,60.218,4.841,10.563,35.849,32.346,60.294,52.753,59.15,8.312,14.631
635,55.536,66.3285,110.027,78.21,85.642,9.519,31.114,49.672,64.673,112.095,83.211,89.444,13.118,37.285
636,33.828,34.1605,54.62,46.513,52.752,6.71,12.115,31.233,32.346,54.81,49.837,51.407,7.527,14.631
637,55.536,66.3285,112.739,82.075,84.914,14.686,32.76,49.672,64.673,108.371,79.902,84.866,14.686,35.462
638,79.016,66.3285,103.125,87.022,83.685,12.837,23.755,49.672,64.673,108.732,83.393,84.84,15.097,20.798
639,87.004,66.3285,110.157,90.204,89.63,9.118,31.003,49.672,64.673,117.5,90.522,88.642,15.468,20.798
640,55.536,66.3285,109.784,83.483,90.184,12.622,33.978,49.672,64.673,112.182,65.663,65.926,8.581,20.798
641,70.014,66.3285,107.927,93.263,93.657,15.386,17.5,49.672,64.673,98.907,65.663,65.926,8.581,20.798
642,75.311,66.3285,111.376,92.523,74.132,12.331,30.545,49.672,64.673,107.056,65.663,65.926,8.581,20.798
643,37.636,37.024,66.89,58.045,53.843,9.31,9.269,31.233,32.346,66.098,53.972,53.31,6.93,14.631
644,34.748,31.757,61.355,51.343,55.073,8.296,12.115,19.682,32.346,62.606,52.175,51.202,3.471,14.631
645,35.516,32.748,55.482,30.194,60.126,3.565,37.217,27.282,31.4085,46.046,39.977,53.498,5.46,43.345
646,16.407,55.377,37.524,24.799,30.116,3.483,6.896,78,48.956,35.244,15.781,25.528,3.716,9.48
647,21.352,55.377,36.647,50.042,38.233,4.579,22.066,78,48.956,40.073,39.287,30.447,4.079,21.931
648,28.62,27.587,45.462,41.705,37.845,4.259,25.089,78,48.956,50.943,31.258,32.099,3.564,21.867
649,36.624,55.377,53.628,41.661,75.947,14.362,23.628,38.355,78.786,50.243,38.608,83.772,12.1595,22.4065
650,55.536,66.3285,111.544,66.716,65.805,10.053,17.5,49.672,64.673,108.253,65.663,65.926,8.581,20.798
651,28.513,55.377,70.395,87.237,85.181,14.362,23.628,31.171,53.345,75.425,82.303,83.772,12.1595,22.4065
652,30.659,55.377,69.547,45.661,69.226,14.362,23.628,30.983,44.142,65.93,42.255,69.4,12.1595,22.4065
653,60.266,66.3285,106.568,89.073,82.719,9.768,17.5,49.672,64.673,100.866,65.663,65.926,8.581,20.798
654,43.81,70.513,82.531,45.009,85.181,14.362,23.628,35.613,44.567,79.783,46.807,78.192,12.1595,22.4065
655,25.932,35.515,37.374,61.123,49.021,5.291,30.719,31.911,40.363,40.889,60.585,48.807,5.255,37.865
656,63.639,48.679,116.73,85.432,97.319,11.996,23.498,49.672,64.673,113.197,95.874,92.168,11.209,35.043
657,64.707,72.526,114.335,92.106,99.279,14.522,28.484,49.672,64.673,115.386,93.254,93.81,16.255,20.798
658,55.536,66.3285,112.171,92.004,80.907,16.604,17.5,49.672,64.673,112.218,89.969,87.254,14.444,20.798
659,36.47,37.105,56.876,107.099,84.802,8.446,28.755,31.911,40.363,54.486,66.904,67.351,7.163,36.761
660,73.801,66.3285,115.195,89.686,87.191,13.759,17.5,49.672,64.673,119.187,91.644,90.64,15.481,20.798
661,36.618,36.31,59.186,121.083,72.894,5.389,34.48,31.911,40.363,62.971,44.829,56.309,6.812,38.969
662,60.824,66.3285,104.434,95.164,90.157,13.005,17.5,49.672,64.673,105.83,88.187,86.931,14.063,20.798
663,85.24,66.3285,106.493,96.465,88.557,13.204,17.5,49.672,64.673,106.668,100.354,65.926,8.581,20.798
664,85.326,66.3285,115.566,96.497,90.715,14.994,17.5,49.672,64.673,120.473,94.489,83.432,20.766,20.798
665,55.536,66.3285,116.781,66.716,65.805,10.053,17.5,49.672,64.673,110.083,65.663,65.926,8.581,20.798
666,29.248,28.642,57.522,38.339,60.126,3.565,37.217,27.983,31.4085,58.725,34.607,53.498,5.46,43.345
667,50.764,34.1605,69.833,59.64,59.654,9.934,11.54,47.996,32.346,70.03,71.584,62.118,10.137,10.67
668,56.22,34.1605,75.672,49.877,50.595,9.569,4.424,31.233,32.346,72.883,64.88,57.256,9.969,10.996
669,39.168,34.1605,76.181,60.199,61.578,11.087,10.916,41.79,32.346,79.505,72.462,64.158,11.128,14.631
670,42.039,34.1605,80.946,64.83,69.867,13.006,7.187,31.233,32.346,76.433,61.822,65.254,10.073,13.906
672,91.625,66.3285,117.355,96.771,93.381,19.935,33.342,108.406,64.673,125.565,98.645,100.427,12.18,20.798
674,55.536,66.3285,116.085,96.776,84.624,16.431,17.5,49.672,64.673,126.157,100.437,95.117,7.35,20.798
676,87.953,66.3285,114.444,98.065,78.039,22.519,17.5,96.393,64.673,117.115,96.869,92.081,15.784,20.798
678,86.232,66.3285,110.617,99.47,83.724,16.618,22.609,95.4,64.673,113.971,92.46,97.566,8.69,23.821
681,55.536,66.3285,124.157,99.501,80.436,13.698,17.318,49.672,64.673,124.16,65.663,65.926,8.581,20.798
682,55.536,66.3285,123.268,101.52,84.921,15.2,5.356,49.672,64.673,121.607,94.716,90.828,12.9,20.798
683,60.301,55.377,119.261,90.006,94.721,13.066,10.86,78,48.956,117.697,82.303,83.772,12.1595,22.4065
684,60.301,55.377,120.088,90.6,90.853,11.234,30.437,78,48.956,121.364,89.762,87.389,13.189,28.725
685,70.909,55.377,119.005,93.019,91.745,12.029,16.337,91.419,48.956,119.688,98.826,91.139,12.147,21.433
686,69.625,55.377,115.493,94.648,95.089,12.818,23.628,93.056,48.956,120.625,94.11,90.989,17.978,22.4065
687,67.072,55.377,112.677,99.212,91.037,18.352,23.628,82.109,48.956,114.957,99.158,93.698,16.422,22.4065
688,60.301,55.377,113.289,102.286,86.632,12.429,23.628,73.553,48.956,116.071,99.759,94.158,11.107,22.4065
689,68.462,55.377,108.986,97.108,84.808,18.696,27.713,77.88,48.956,112.746,92.929,94.059,9.997,22.4065
690,62.084,55.377,110.889,101.148,87.451,18.959,26.347,82.053,48.956,117.287,91.928,93.461,15.576,22.4065
691,18.016,30.741,23.527,24.84,39.147,7.639,61.309,19.968,39.583,24.473,17.545,41.22,3.843,21.624
692,60.301,55.377,116.859,101.944,90.264,14.222,23.628,78,48.956,115.868,82.303,83.772,12.1595,22.4065
693,60.301,55.377,120.054,92.35,85.181,14.362,23.628,78,48.956,118.507,82.303,83.772,12.1595,22.4065
695,60.301,55.377,114.701,99.578,92.265,19.533,23.628,78,48.956,118.315,97.937,99.979,10.994,22.4065
696,60.301,55.377,114.23,98.524,85.181,16.435,23.628,99.497,48.956,117.017,96.874,92.041,12.485,22.4065
698,60.301,55.377,114.667,97.133,86.118,19.23,23.628,78,48.956,117.136,92.533,93.63,13.575,22.4065
700,82.748,55.377,110.617,104.079,87.932,17.913,23.628,91.961,48.956,115.923,96.779,89.704,11.014,22.4065
701,77.855,55.377,114.902,106.706,97.999,18.307,24.433,101.471,48.956,121.542,97.079,94.21,20.102,22.882
702,73.587,55.377,113.644,97.888,94.716,17.298,20.978,90.842,48.956,119.167,91.213,93.717,20.064,26.891
703,19.584,35.0995,36.32,25.164,36.348,7.639,61.309,19.77,18.186,38.478,25.803,33.2,9.345,53.526
704,65.026,66.3285,117.657,84.425,104.121,17.448,17.5,49.672,64.673,120.912,65.663,65.926,8.581,20.798
705,60.301,55.377,117.048,86.565,104.924,18.869,23.628,78,48.956,119.967,82.303,83.772,12.1595,22.4065
706,21.662,32.404,44.613,34.242,62.685,7.639,61.309,33.215,58.474,45.52,33.28,58.256,9.345,53.526
707,89.717,66.3285,121.911,89.726,88.34,15.156,17.5,49.672,64.673,123.317,65.663,65.926,8.581,20.798
708,78.229,66.3285,118.422,101.728,86.712,13.613,9.757,49.672,64.673,120.452,91.619,65.926,8.581,20.798
709,55.536,66.3285,119.399,94.544,76.968,24.963,9.539,84.876,64.673,118.82,95.195,97.516,8.581,20.798
711,89.051,66.3285,118.175,87.665,95.955,16.983,27.781,90.586,64.673,114.981,91.759,105.462,12.577,12.785
712,26.038,21.362,57.288,45.597,58.686,4.842,38.422,53.072,63.284,54.747,41.936,56.962,6.252,36.076
713,31.403,31.911,72.093,42.924,68.64,4.975,42.294,33.585,36.421,64.207,48.831,65.508,7.185,41.894
714,28.562,25.434,57.615,57.654,72.358,7.639,61.309,52.463,60.781,55.08,45.159,61.592,6.379,34.228
715,32.36,30.96,72.646,45.673,57.874,8.554,57.492,34.136,33.515,63.116,46.739,54.199,8.096,43.821
716,33.771,42.682,87.826,45.091,105.096,7.456,54.149,36.779,42.489,74.52,48.335,84.472,6.917,55.475
717,41.432,31.284,90.153,47.904,111.824,8.554,57.492,42.56,35.724,79.719,53.992,76.979,8.336,49.102
718,39.523,41.843,89.08,50.34,106.567,8.554,48.784,47.337,37.81,77.558,54.872,84.433,7.881,55.407
719,36.445,37.795,73.566,57.351,68.945,7.639,58.268,61.936,107.953,73.57,54.347,64.71,9.345,53.526
720,37.826,41.344,77.058,57.872,58.874,8.402,46.738,41.336,39.349,72.6,59.262,57.008,8.04,42.945
721,38.227,43.028,73.611,66.801,71.303,10.126,62.841,62.319,113.507,76.569,57.146,77.444,11.012,56.413
722,38.917,46.196,81.801,62.058,60.063,8.554,57.492,39.332,40.546,73.632,61.785,53.943,8.336,50.38
723,55.84,66.3285,101.449,66.716,65.805,10.053,17.5,49.672,64.673,113.205,65.663,65.926,8.581,20.798
724,42.353,52.693,78.85,69.05,79.291,6.311,61.309,69.314,130.294,80.38,59.716,81.372,15.907,55.375
725,44.007,40.273,100.082,67.64,64.594,9.64,57.492,42.86,47.496,86.254,60.262,65.872,10.788,43.661
726,67.513,55.377,108.933,88.478,87.109,6.815,23.628,76.612,48.956,110.356,82.303,83.772,12.1595,22.4065
727,43.891,64.138,113.474,65.85,87.189,9.346,82.997,43.54,62.0325,119.143,78.27,127.721,15.768,57.781
728,64.032,55.377,108.31,91.028,79.373,14.695,16.721,78,48.956,110.634,82.303,83.772,12.1595,22.4065
729,49.739,53.151,119.648,122.039,95.762,8.179,75.313,49.755,85.315,109.658,75.321,151.271,15.488,50.572
730,76.278,55.377,108.032,85.102,78.391,15.695,18.25,78.468,48.956,110.88,82.303,83.772,12.1595,22.4065
732,55.127,61.77,128.889,105.541,133.91,11.789,83.453,51.603,83.109,115.793,80.939,194.351,19.434,50.38
733,68.957,55.377,105.549,76.496,90.347,21.905,33.894,78,48.956,108.314,82.303,83.772,12.1595,22.4065
735,65.78,62.441,152.191,118.729,226.46,19.395,77.831,62.906,39.9475,129.674,108.713,234.116,22.86,68.561
737,74.701,76.508,173.501,108.93,250.154,19.309,110.881,61.294,39.9475,140.262,128.854,201.863,19.39,109.84
738,68.962,55.377,101.122,80.214,86.054,11.971,24.064,87.47,48.956,104.56,80.648,80.543,10.268,22.4065
740,60.301,55.377,95.05,78.765,69.575,16.656,23.628,85.968,48.956,104.59,82.303,82.321,7.909,22.4065
742,60.301,55.377,95.529,82.011,66.846,15.727,23.628,78,48.956,102.544,81.544,79.431,12.172,22.4065
743,54.985,55.377,94.905,87.237,71.732,14.002,23.628,78,48.956,98.986,75.88,81.001,9.045,22.4065
745,60.301,55.377,94.687,78.664,69.846,15.253,28.156,53.824,48.956,100.197,79.153,78.934,13.433,24.3
747,52.653,55.377,94.655,80.691,77.325,13.2,19.358,64.777,48.956,99.948,75.231,77.275,15.982,22.4065
748,51.593,55.377,95.938,75.822,77.26,12.158,23.826,63.286,48.956,96.369,70.107,72.136,13.317,22.4065
750,51.486,55.377,90.705,74.419,79.329,7.573,20.585,78,48.956,96.168,82.303,83.772,12.1595,22.4065
752,45.46,59.494,77.589,87.693,100.602,19.47,49.697,49.349,45.228,86.391,89.477,79.833,11.828,61.101
753,52.088,55.377,95.812,72.88,68.206,11.43,9.593,62.019,48.956,96.719,68.896,65.318,8.971,22.4065
754,36.029,40.706,82.827,87.693,100.602,16.03,46.298,50.516,44.012,94.334,84.97,71.395,10.807,61.906
755,49.933,66.3285,100.825,72.989,76.842,13.497,29.379,49.672,64.673,98.195,65.663,65.926,8.581,20.798
756,53.008,55.377,93.472,71.438,71.986,14.362,29.765,78,48.956,93.728,82.303,83.772,12.1595,22.4065
757,45.46,59.494,84.673,65.547,73.575,15.998,50.87,55.446,45.642,99.958,81.677,73.58,10.761,68.472
758,51.377,66.3285,97.265,75.466,63.518,11.385,26.707,49.672,64.673,97.749,65.663,65.926,13.788,22.956
